Source; Target; Type
870;390; directed
338;462; directed
770;987; directed
447;839; directed
941;453; directed
322;641; directed
491;834; directed
94;62; directed
1003;436; directed
987;770; directed
180;494; directed
480;991; directed
180;453; directed
143;478; directed
180;765; directed
678;309; directed
478;143; directed
322;372; directed
94;711; directed
143;1022; directed
180;764; directed
991;480; directed
786;719; directed
500;767; directed
188;143; directed
713;927; directed
770;987; directed
143;478; directed
203;417; directed
203;297; directed
104;598; directed
372;1022; directed
1017;560; directed
417;1023; directed
1017;52; directed
1017;52; directed
834;491; directed
143;995; directed
538;764; directed
987;770; directed
102;987; directed
441;634; directed
102;797; directed
482;767; directed
102;143; directed
997;782; directed
143;102; directed
782;67; directed
782;997; directed
547;912; directed
67;782; directed
782;67; directed
873;497; directed
873;253; directed
102;974; directed
143;974; directed
598;104; directed
685;5; directed
102;818; directed
67;782; directed
541;459; directed
541;503; directed
685;666; directed
541;597; directed
1002;999; directed
782;67; directed
480;991; directed
211;210; directed
480;26; directed
481;1004; directed
686;1003; directed
1003;686; directed
26;480; directed
927;713; directed
641;1023; directed
880;998; directed
67;782; directed
932;782; directed
522;548; directed
968;948; directed
173;259; directed
251;782; directed
1004;481; directed
711;94; directed
251;390; directed
480;26; directed
1022;372; directed
251;830; directed
782;67; directed
782;932; directed
480;987; directed
782;251; directed
251;782; directed
211;338; directed
793;26; directed
67;782; directed
251;764; directed
968;770; directed
480;782; directed
480;560; directed
251;296; directed
324;317; directed
782;251; directed
782;67; directed
67;782; directed
782;480; directed
480;782; directed
203;497; directed
974;538; directed
173;259; directed
387;1018; directed
387;1018; directed
782;67; directed
387;1018; directed
387;1018; directed
782;480; directed
974;480; directed
480;782; directed
203;497; directed
794;1024; directed
251;782; directed
67;782; directed
782;480; directed
480;814; directed
974;480; directed
782;251; directed
480;782; directed
782;67; directed
480;974; directed
67;782; directed
251;782; directed
974;480; directed
480;974; directed
782;480; directed
782;67; directed
782;251; directed
41;725; directed
424;764; directed
41;162; directed
703;1025; directed
1024;794; directed
497;830; directed
67;782; directed
251;782; directed
782;67; directed
67;782; directed
503;541; directed
782;251; directed
251;686; directed
251;782; directed
67;390; directed
782;67; directed
67;782; directed
782;1024; directed
337;453; directed
932;782; directed
997;782; directed
782;67; directed
782;932; directed
682;47; directed
67;782; directed
782;997; directed
782;67; directed
67;782; directed
997;782; directed
932;782; directed
932;764; directed
83;764; directed
83;390; directed
83;999; directed
83;637; directed
83;638; directed
249;512; directed
978;977; directed
104;598; directed
104;1020; directed
104;1026; directed
833;143; directed
243;585; directed
243;447; directed
243;141; directed
948;968; directed
963;211; directed
25;1013; directed
25;461; directed
850;678; directed
850;1013; directed
243;141; directed
850;301; directed
776;720; directed
461;25; directed
637;104; directed
637;102; directed
965;317; directed
25;461; directed
341;637; directed
637;1000; directed
637;938; directed
307;1025; directed
637;995; directed
637;341; directed
341;637; directed
637;341; directed
0;1013; directed
996;141; directed
508;453; directed
338;211; directed
211;438; directed
965;616; directed
508;139; directed
508;235; directed
508;235; directed
508;259; directed
508;363; directed
538;974; directed
508;363; directed
990;285; directed
208;582; directed
446;399; directed
390;262; directed
390;666; directed
390;251; directed
390;67; directed
390;83; directed
998;296; directed
508;512; directed
508;706; directed
430;974; directed
430;616; directed
776;1020; directed
26;480; directed
26;793; directed
296;251; directed
259;949; directed
296;998; directed
616;680; directed
833;757; directed
616;102; directed
259;948; directed
925;72; directed
999;417; directed
999;83; directed
259;173; directed
999;7; directed
259;508; directed
1027;259; directed
616;965; directed
925;556; directed
461;991; directed
770;968; directed
778;580; directed
102;637; directed
778;248; directed
430;616; directed
7;999; directed
925;991; directed
453;941; directed
991;925; directed
453;337; directed
453;180; directed
991;453; directed
999;7; directed
870;1025; directed
453;991; directed
991;453; directed
616;73; directed
678;816; directed
675;1018; directed
616;703; directed
865;202; directed
1013;25; directed
770;991; directed
616;430; directed
816;678; directed
142;200; directed
142;965; directed
430;616; directed
616;430; directed
313;227; directed
1013;131; directed
162;41; directed
313;991; directed
870;987; directed
62;72; directed
62;94; directed
512;249; directed
203;497; directed
760;651; directed
598;997; directed
25;1013; directed
401;1018; directed
678;816; directed
438;1018; directed
589;586; directed
438;211; directed
558;96; directed
591;1013; directed
965;616; directed
131;1013; directed
1013;131; directed
41;162; directed
591;73; directed
162;41; directed
131;1013; directed
407;253; directed
424;764; directed
436;1003; directed
280;560; directed
26;41; directed
41;324; directed
253;873; directed
0;1013; directed
253;407; directed
251;296; directed
799;739; directed
459;541; directed
994;317; directed
594;371; directed
594;40; directed
594;371; directed
1013;0; directed
1013;131; directed
1013;591; directed
594;623; directed
66;280; directed
399;865; directed
399;600; directed
29;161; directed
67;390; directed
494;497; directed
399;797; directed
494;180; directed
764;870; directed
399;542; directed
764;180; directed
764;251; directed
764;424; directed
67;782; directed
399;285; directed
764;932; directed
764;83; directed
764;424; directed
494;497; directed
251;764; directed
399;503; directed
550;991; directed
399;591; directed
678;29; directed
782;67; directed
399;401; directed
585;1028; directed
764;251; directed
678;403; directed
399;462; directed
67;782; directed
399;427; directed
666;685; directed
666;839; directed
666;390; directed
203;41; directed
997;598; directed
870;764; directed
399;427; directed
914;900; directed
666;203; directed
782;67; directed
203;666; directed
399;313; directed
666;388; directed
203;776; directed
67;782; directed
251;764; directed
336;296; directed
399;322; directed
696;644; directed
497;494; directed
497;494; directed
598;997; directed
597;541; directed
399;172; directed
399;172; directed
666;203; directed
462;1003; directed
397;312; directed
462;468; directed
462;686; directed
72;62; directed
965;696; directed
462;399; directed
35;769; directed
494;497; directed
462;338; directed
371;594; directed
1029;619; directed
126;62; directed
1029;619; directed
467;276; directed
713;927; directed
249;203; directed
494;497; directed
872;143; directed
997;598; directed
211;387; directed
211;589; directed
467;474; directed
211;438; directed
696;965; directed
621;591; directed
621;637; directed
249;7; directed
203;666; directed
598;997; directed
249;501; directed
474;467; directed
764;870; directed
541;459; directed
142;162; directed
249;474; directed
948;259; directed
7;999; directed
685;666; directed
7;249; directed
249;942; directed
241;388; directed
594;371; directed
594;371; directed
638;508; directed
638;83; directed
638;589; directed
638;387; directed
587;1018; directed
587;249; directed
474;249; directed
925;991; directed
587;249; directed
249;474; directed
385;421; directed
474;249; directed
249;474; directed
307;625; directed
249;7; directed
554;991; directed
307;1003; directed
474;249; directed
249;474; directed
7;249; directed
991;367; directed
307;59; directed
307;372; directed
453;991; directed
307;372; directed
991;453; directed
372;307; directed
307;372; directed
367;991; directed
56;595; directed
678;316; directed
453;991; directed
59;307; directed
59;307; directed
372;307; directed
991;367; directed
625;307; directed
991;372; directed
160;29; directed
372;991; directed
59;678; directed
372;307; directed
387;638; directed
59;678; directed
991;372; directed
59;678; directed
387;211; directed
66;62; directed
1003;638; directed
372;991; directed
367;991; directed
307;782; directed
991;372; directed
307;372; directed
467;474; directed
307;372; directed
638;387; directed
307;625; directed
307;59; directed
991;367; directed
991;554; directed
417;999; directed
372;991; directed
372;307; directed
372;307; directed
638;1003; directed
59;307; directed
1018;387; directed
387;638; directed
625;307; directed
387;1018; directed
173;259; directed
941;653; directed
47;682; directed
582;208; directed
560;280; directed
173;259; directed
932;764; directed
938;637; directed
870;764; directed
367;991; directed
1003;638; directed
678;59; directed
338;462; directed
985;651; directed
1030;830; directed
985;47; directed
985;417; directed
985;47; directed
1030;706; directed
1030;706; directed
985;47; directed
113;399; directed
47;985; directed
985;47; directed
678;71; directed
508;259; directed
1027;1031; directed
47;985; directed
96;558; directed
474;249; directed
71;678; directed
700;59; directed
589;1032; directed
227;814; directed
1032;589; directed
678;71; directed
769;816; directed
700;87; directed
999;7; directed
447;243; directed
